"V1","V2"
121.510434362083,25.0480959406158
121.510429356288,25.0480910627746
121.510289451555,25.0479547339295
121.509944259548,25.0477028806337
121.509777151029,25.04756174963
121.509642922938,25.0473192919305
121.509605270428,25.0471952734596
121.509550804838,25.0470158762008
121.50939536371,25.0465038853971
121.50923784449,25.0459850451011
121.509117855882,25.0455898208012
121.509033238292,25.0453111016322
121.509004787919,25.0452173900664
121.508980197883,25.0451363937921
121.508722817473,25.0442886103886
121.508393845172,25.0432049926575
121.508175941049,25.0424872164259
121.508078803804,25.0421672434096
121.508055064295,25.0420890444776
121.507901151713,25.0415820474232
121.507713161457,25.040981757575
121.507568381561,25.0405194425931
121.507500110754,25.0403014371491
121.507374374983,25.0398999297939
121.507240619973,25.0394728110975
121.50716794939,25.0392407514232
121.50692168232,25.0384543373898
121.506802190591,25.03807275598
121.506665753124,25.037637057421
121.506543315922,25.0375565019732
121.506527629378,25.0374909414777
121.506511107457,25.0374218895171
121.506509438115,25.0374149126394
121.506520079465,25.0373035420201
121.50657520816,25.0372122607054
121.506652658645,25.0371512647111
121.506701613431,25.0371389126228
121.506774638033,25.037120487294
121.506571258726,25.0362507108128
121.506499067769,25.0360222876697
121.506358331858,25.0355769752582
121.50617983109,25.0352213306849
121.50603376017,25.0349302975416
121.50568531144,25.0345654942317
121.505612327961,25.0344890848607
121.505465196643,25.0343350515886
121.505659376215,25.034165588261
121.505686414358,25.0341419916255
121.505664946328,25.0341026785492
121.505621313697,25.03402277672
121.50539572158,25.0336096614535
121.505279090126,25.0333960790061
121.505073084895,25.0330188279031
121.505070625037,25.0330143232248
121.504863384774,25.0326348077266
121.504723014466,25.0323777484877
121.504673480822,25.032287037549
121.504099977343,25.0312367697067
121.504121895065,25.0307389226927
121.504135343688,25.0304334442462
121.504137582907,25.0303825814311
121.504155046745,25.0299858974452
121.504160919409,25.0298525017964
121.504577980832,25.0294035923179
121.504777175181,25.0291891853382
121.504790450203,25.0291748964562
121.504883530788,25.0290747068569
121.505006286074,25.0289425757947
121.505250342272,25.0286798779916
121.505469069585,25.0284444424725
121.505685171838,25.028211831347
121.505877841509,25.0280044419099
121.505900206615,25.0279803680718
121.506079409343,25.027787473493
121.506322690347,25.0275256034819
121.506474757249,25.0273619164463
121.506704241334,25.0271148953131
121.507041642609,25.0267517075954
121.50706624653,25.0267308318079
121.50757955152,25.0262953033349
121.50760475575,25.026273917953
121.507866489912,25.0260518400536
121.508123712999,25.0258335885197
121.508178496988,25.025787104629
121.508412408889,25.0255886311465
121.508627733029,25.0254059284342
121.508846030417,25.0252207020528
121.509065809886,25.0250342172378
121.509130717436,25.0249834898932
121.509142766336,25.0249740732816
121.509267223025,25.0248768061456
121.50929714305,25.0248534225899
121.509416399435,25.0248210960805
121.510089222585,25.0246387136059
121.510127614012,25.0246283067167
121.511133425631,25.0243556539419
121.511225943258,25.0243305741054
121.511577459969,25.0242352837386
121.512057830515,25.0241050606152
121.512249209418,25.0240993441624
121.512422379469,25.024094171392
121.512421917135,25.0239828294818
121.51275481389,25.023961440545
121.512770145993,25.0236308510184
121.51286030198,25.0216873340585
121.512698563868,25.0217124918781
121.511976163782,25.0217666584245
121.511567207273,25.0217619542913
121.511111808168,25.0217567135551
121.510728212471,25.0217391294644
121.51058745845,25.021732677027
121.509960648334,25.0215554046604
121.509910562102,25.021541239301
121.509581058536,25.0214488846381
121.50926309263,25.021359762971
121.509045248728,25.0212987037168
121.509018911415,25.0212895695058
121.508491871817,25.021106782281
121.508378140127,25.0210167277227
121.508178661888,25.0207460701065
121.507894332511,25.0205144597646
121.507595782506,25.0202699781965
121.507029247989,25.0196037684885
121.506758985779,25.0193462694635
121.50671600301,25.0192301249311
121.506545292338,25.0190627297229
121.506005948171,25.0184729767275
121.505790965501,25.0182378989331
121.505765446556,25.0182110868861
121.505740011057,25.0181842480755
121.505714657434,25.0181573826817
121.505689384115,25.0181304908852
121.50566418953,25.0181035728663
121.505639072108,25.0180766288054
121.505614030278,25.0180496588829
121.50558906247,25.0180226632793
121.505564167113,25.017995642175
121.505539342635,25.0179685957504
121.505514587467,25.0179415241858
121.505489900038,25.0179144276617
121.505465278776,25.0178873063585
121.505440722111,25.0178601604566
121.505416228473,25.0178329901363
121.50539179629,25.0178057955781
121.505367423992,25.0177785769625
121.505343110007,25.0177513344696
121.505318852767,25.0177240682801
121.505294650698,25.0176967785742
121.505270502232,25.0176694655324
121.505246405796,25.0176421293351
121.505222359821,25.0176147701626
121.505198362736,25.0175873881953
121.505174412969,25.0175599836136
121.505150508951,25.017532556598
121.50512664911,25.0175051073288
121.505102831875,25.0174776359863
121.505079055677,25.017450142751
121.505055318943,25.0174226278033
121.505031620105,25.0173950913235
121.505007958433,25.0173675330316
121.504984437684,25.017339868326
121.504961133226,25.0173120366046
121.504938049233,25.0172840407403
121.504915189872,25.0172558836064
121.504892559316,25.0172275680759
121.504870161735,25.0171990970221
121.504848001298,25.017170473318
121.504826082177,25.0171416998369
121.504804408542,25.0171127794517
121.504782984563,25.0170837150358
121.504761814411,25.0170545094622
121.504740902256,25.017025165604
121.504720198187,25.0169957082003
121.504699625502,25.0169661704613
121.504679176302,25.0169365573144
121.504658843102,25.0169068735426
121.504638618414,25.016877123929
121.504618494752,25.0168473132569
121.504598464632,25.0168174463093
121.504578520565,25.0167875278694
121.504558655066,25.0167575627204
121.504538860649,25.0167275556454
121.504519129828,25.0166975114274
121.504499455117,25.0166674348497
121.504479829028,25.0166373306953
121.504460244077,25.0166072037473
121.504440692777,25.0165770587889
121.504421167642,25.0165469006032
121.504401661185,25.0165167339732
121.504382165921,25.0164865636822
121.504362674364,25.016456394513
121.504343179026,25.016426231249
121.504323713824,25.0163960498761
121.504304548191,25.0163656596
121.504285702155,25.0163350457281
121.504267139376,25.016304234018
121.504248823519,25.0162732502274
121.504230718244,25.0162421201138
121.504212787216,25.0162108694348
121.504194994097,25.0161795239479
121.504177302548,25.0161481094107
