"V1","V2"
121.552112013807,25.0917513269793
121.552641902711,25.0912722796056
121.552790350184,25.0910377123579
121.552914542855,25.0907270392305
121.552976320981,25.0905009560664
121.553213465429,25.0900294791918
121.553251939683,25.0899529865348
121.553517585652,25.0898485892253
121.553935364559,25.0896620015646
121.554051132609,25.0894738054032
121.554089587132,25.0893811521051
121.554109509781,25.0891579421971
121.554705613455,25.0887339456247
121.55485160993,25.0886191145371
121.555015475892,25.0884878848504
121.555032138452,25.0884807806952
121.555278079112,25.0883759032834
121.555558503745,25.0882962288541
121.555930692244,25.0882063786256
121.556238165951,25.088138888644
121.556478391735,25.0881232451543
121.55664534706,25.0880267959268
121.55685027998,25.0879695117953
121.557244002317,25.0878672903976
121.557378670897,25.0877955357637
121.557120989047,25.0875311442385
121.556882104334,25.0872470187571
121.556842020616,25.087170819417
121.556758967357,25.0872176736998
121.556736203005,25.0866120774873
121.556837602625,25.0862764474527
121.557019717897,25.0858368594265
121.557242592804,25.0856157666907
121.557590999572,25.0853026121613
121.557655613568,25.08528258919
121.557670709211,25.0852645216374
121.557663788551,25.0852139364962
121.557709790494,25.0850353977274
121.557715323271,25.0849546301918
121.557705896393,25.0848475572622
121.557771965101,25.0846564661771
121.557820553401,25.084641739218
121.557852081501,25.0845689905621
121.557867961112,25.0845323510294
121.557883826522,25.0845369894486
121.558070672955,25.0846714958422
121.558090810395,25.0846797920925
121.558223391585,25.0847431753612
121.558364117822,25.0848188149393
121.558406077958,25.0848384736716
121.55849940561,25.084882191108
121.55865636379,25.0849651361372
121.558788845179,25.0850064097468
121.558896928922,25.085025656588
121.559004913508,25.085025249815
121.559043380143,25.0850251048939
121.559080511639,25.0850249649935
121.559207300242,25.0850023777036
121.559344828389,25.0849674537165
121.559412282742,25.0849573769852
121.55967444646,25.0848982269213
121.560038640578,25.0848160556318
121.560283870095,25.0847252021875
121.560596752197,25.0846135270335
121.560898364266,25.0845044668006
121.560861278766,25.0843814344533
121.560849627031,25.0843427793916
121.560846087466,25.0841860490287
121.560854352424,25.0841397674618
121.561008191043,25.083823134486
121.561114414542,25.0835889082284
121.561178781096,25.0834627606415
121.561374486109,25.0830406214685
121.561545831144,25.0827071296574
121.561761263162,25.0822333565275
121.56199163312,25.0816663397057
121.562171450044,25.0812416324833
121.562382166678,25.0808564136885
121.562631124597,25.0804361023044
121.56295468084,25.0800970572858
121.563196581836,25.079814231756
121.563334047877,25.0796459611087
121.563950750502,25.0790355392859
121.564369673468,25.0787443987605
121.564496826192,25.0786560304333
121.564946480245,25.0784609491308
121.565340108707,25.0783313070623
121.565971498536,25.0781355212628
121.566517505634,25.0779834271123
121.566827957664,25.0778969474382
121.567311494708,25.077774513191
121.567313771987,25.0777739357235
121.567957773897,25.0776016202415
121.567969009366,25.0775982549488
121.568585371462,25.0774135924708
121.56878120802,25.0773549190637
121.569426414158,25.0771802905078
121.569963921528,25.0769981372092
121.570509867979,25.0767550287565
121.570747747901,25.0765978579546
121.571040277913,25.0763001005151
121.571332661444,25.0759732188178
121.571769074427,25.0753306151067
121.572268952807,25.0745685780826
121.571848843404,25.0743344857614
121.571098152505,25.0740693005702
121.570974457113,25.0743314149741
121.570731095655,25.0746907526765
121.570412210548,25.0751167539447
121.570206229879,25.0753591431432
121.570006449396,25.0755470785656
121.569807138573,25.0756995500201
121.569594994259,25.0757800091365
121.56942012807,25.0758148148989
121.569245113861,25.0758154862357
121.568969847525,25.0757634391379
121.568080719609,25.0754292977413
121.567303612826,25.0749885356948
121.567298642073,25.0749853948999
121.566000543555,25.0741662402212
121.564083271255,25.0728470567849
121.563545247223,25.0725591846167
121.563117180935,25.0724615193481
121.562628280583,25.0724196868178
121.561995639993,25.072434000347
121.561416035269,25.0725950501776
121.560414225666,25.0729880415845
121.560105068839,25.0731693423195
121.559543452395,25.0734986915013
121.559362317956,25.0736048745616
121.558368640077,25.0741308852369
121.558153236008,25.0742262800317
121.557395488406,25.0745618558328
121.556271846618,25.0748936609699
121.555963638245,25.0749846713875
121.554867359815,25.0753437724848
121.553842587287,25.0755448164834
121.553340940543,25.0756222879606
121.552221518059,25.0759738182599
121.552220399528,25.0757244521302
121.552209479876,25.0732898394359
121.551520541197,25.0725519784635
121.551427397065,25.0724994204302
121.551113213726,25.0723221127028
121.550906060613,25.0722457735078
121.550120059071,25.0719859466047
121.549930953903,25.0710254448275
121.5441749179,25.0712288324023
121.543491989641,25.0712529485935
121.541410735988,25.0713264256522
121.538908085883,25.0714147410562
121.538461447632,25.0715213396279
121.538387836058,25.071500309545
121.538387548288,25.0714817525583
121.538351672554,25.069168213655
121.538344215679,25.0686873198378
121.540996662372,25.0685029492307
121.54177527714,25.0683659805443
121.542374552062,25.06811885326
121.543474669792,25.0673283906302
121.544134960858,25.0668539422647
121.544284236318,25.0667466839397
121.544280274668,25.0664786999503
121.544263414168,25.0653381569631
121.544247389355,25.0642541115643
121.544234009978,25.0633489996958
121.5442189003,25.0623268062161
121.544215187808,25.06207564583
121.544210356281,25.0617487771255
121.544205745978,25.0614368721743
121.544204880422,25.0613908805088
121.544188844406,25.060538790425
121.544187008981,25.0604293421663
121.544182408499,25.0601550094757
121.544178429832,25.059917754816
121.544165925215,25.0593954908228
121.544165899772,25.0593944281767
121.544156439148,25.0589626204379
121.544149898457,25.0586640835669
121.544133045204,25.057743006912
121.544132577527,25.0577179085715
121.544129341133,25.057544223667
121.544121828116,25.0571410259189
121.544119652917,25.0570242896995
121.544115536546,25.0567840213149
121.544114291809,25.056711366978
121.544103755305,25.0560963540203
121.544102454679,25.0560204361141
121.544102197396,25.0560054942115
121.544096385753,25.0556679770602
121.544090093798,25.0553025619449
121.544077506915,25.0545715486785
121.544076969851,25.0545403571289
121.544050727063,25.0532884733957
121.544050704728,25.0532874079033
121.544023612135,25.0518267112313
121.544023480249,25.0518196438701
121.543998310427,25.0509167993732
121.543991636403,25.0506773982662
121.543989593876,25.0506040310119
121.543979071125,25.0501851854508
121.543959169698,25.0493930218618
121.543955792317,25.0492585859476
121.543950628938,25.0490530579677
121.543937402866,25.0485435644668
121.543929269148,25.0482302352054
121.543929128835,25.048224829992
121.54392110105,25.0479155792933
121.543910890034,25.0475529820471
121.543887902762,25.0467366842022
121.543884832029,25.046604168177
121.543880430419,25.0464142180395
121.543870169043,25.0459713882004
121.543858993064,25.0454890833959
121.543857631413,25.0454303203203
121.543849544796,25.0451877213324
121.543843421951,25.0450038392976
121.543839589291,25.0450044614636
121.543838332128,25.0450044385848
121.543407878375,25.0449966042362
121.543376201924,25.0449960276688
121.542611910197,25.0448852966139
121.542350231474,25.0448473834873
121.542337324939,25.0448466566413
121.542109572254,25.0448338303089
121.540833928929,25.0447619834788
121.540720464561,25.0447555923993
121.540662411,25.0447523223968
121.540272265696,25.0447659047178
121.539494367491,25.0447929830067
121.538323952227,25.0448337169465
121.538065085444,25.044842725034
121.536618074467,25.0449182311934
121.535996465688,25.0449506628712
121.535447966975,25.0449792779485
121.535339504778,25.0449849321977
121.535338211845,25.044985116788
121.534919437185,25.0450449040868
121.534735967191,25.0450710972007
121.534684936248,25.0450783825967
121.534200368742,25.0452227329542
121.53386821539,25.0453216801194
121.532999698526,25.0455804036018
121.532897167072,25.0456078869116
121.532871610763,25.0456147372061
121.532688569814,25.0456638006502
121.530852053195,25.0461560574932
121.530748177633,25.0461868952095
121.529481655644,25.0465628827125
121.527756070303,25.0470751295961
121.527723715616,25.0470847339828
121.527630717508,25.0471126811533
121.527529086982,25.0471451548931
121.526390304942,25.0475090709709
121.526030945234,25.0476111195443
121.526024103766,25.0476130623289
121.525303394215,25.047781602573
121.525124249166,25.0478294346584
